Building 60 4-fault (1 ctx + 3 profile) travelplanner_real SYNTHETIC examples (bench_seed=42, scan_limit=8000)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 travel_real_00139 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2594,1365)
  N=4 travel_real_05138 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15230,1526)
  N=4 travel_real_05138 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5743,1043)
  N=4 travel_real_05138 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2621,299)
  N=4 travel_real_05138 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5589,778)
  N=4 travel_real_05138 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5242,907)
  N=4 travel_real_05138 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5295,1448)
  N=4 travel_real_05138 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19980,1043)
  N=4 travel_real_05138 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15230,1526)
  N=4 travel_real_05138 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5743,1043)
  N=4 travel_real_05138 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2621,300)
  N=4 travel_real_05138 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5645,798)
  N=4 travel_real_05138 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5242,822)
  N=4 travel_real_05138 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5295,829)
  N=4 travel_real_05138 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18468,1029)
  N=4 travel_real_05138 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(8677,922)
  N=4 travel_real_05138 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5799,952)
  N=4 travel_real_05448 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2530,717)
  N=4 travel_real_05448 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6054,1757)
  N=4 travel_real_05448 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5060,2055)
  N=4 travel_real_05448 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5113,1877)
  N=4 travel_real_05448 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18697,2203)
  N=4 travel_real_05448 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17995,3075)
  N=4 travel_real_05448 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6208,2448)
  N=4 travel_real_05448 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2530,717)
  N=4 travel_real_05448 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6054,1757)
  N=4 travel_real_05448 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5060,1582)
  N=4 travel_real_05448 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5113,1877)
  N=4 travel_real_05448 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18727,2220)
  N=4 travel_real_05448 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17995,3075)
  N=4 travel_real_05448 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6208,2448)
  N=4 travel_real_05448 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2530,740)
  N=4 travel_real_05448 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6050,1823)
  N=4 travel_real_05448 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5060,2098)
  N=4 travel_real_05448 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5113,1648)
  N=4 travel_real_05448 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18711,2249)
  N=4 travel_real_05448 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18005,3134)
  N=4 travel_real_05448 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6204,2330)
  N=4 travel_real_05477 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2584,942)
  N=4 travel_real_05477 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6717,1768)
  N=4 travel_real_05477 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5168,1766)
  N=4 travel_real_05477 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5221,1910)
  N=4 travel_real_05477 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16339,2280)
  N=4 travel_real_05477 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(20795,4194)
  N=4 travel_real_05477 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6871,3126)
  N=4 travel_real_05477 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2584,942)
  N=4 travel_real_05477 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6717,1768)
  N=4 travel_real_05477 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5168,1772)
  N=4 travel_real_05477 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5221,1910)
  N=4 travel_real_05477 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18828,2606)
  N=4 travel_real_05477 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(20795,4194)
  N=4 travel_real_05477 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6871,3126)
  N=4 travel_real_05477 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2584,562)
  N=4 travel_real_05477 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5904,1393)
  N=4 travel_real_05477 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5168,1259)
  N=4 travel_real_05477 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5221,1530)
  N=4 travel_real_05477 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(20540,2479)
  N=4 travel_real_05477 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16723,2179)
  N=4 travel_real_05477 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6058,1549)
  N=4 travel_real_05643 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2532,1189)
  N=4 travel_real_05643 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6656,2785)
  N=4 travel_real_05643 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5064,2545)
  N=4 travel_real_05643 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5117,2391)
  N=4 travel_real_05643 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(18323,2269)
  N=4 travel_real_05643 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(21072,4795)
  N=4 travel_real_05643 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6810,3868)
  N=4 travel_real_05643 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2532,1189)
  N=4 travel_real_05643 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6656,2785)
  N=4 travel_real_05643 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5064,1815)
  N=4 travel_real_05643 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5117,2391)
  N=4 travel_real_05643 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(18867,2838)
  N=4 travel_real_05643 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(21072,4795)
  N=4 travel_real_05643 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6810,3868)
  N=4 travel_real_05643 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2532,729)
  N=4 travel_real_05643 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5997,1748)
  N=4 travel_real_05643 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5064,1520)
  N=4 travel_real_05643 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5117,2000)
  N=4 travel_real_05643 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18463,2007)
  N=4 travel_real_05643 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17608,2889)
  N=4 travel_real_05643 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6151,2466)
  N=4 travel_real_05690 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2935,1285)
  N=4 travel_real_05690 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7539,2987)
  N=4 travel_real_05690 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5870,2009)
  N=4 travel_real_05690 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5923,2616)
  N=4 travel_real_05690 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(21476,2801)
  N=4 travel_real_05690 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(23219,4833)
  N=4 travel_real_05690 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7693,3460)
  N=4 travel_real_05690 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2935,1285)
  N=4 travel_real_05690 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7539,2987)
  N=4 travel_real_05690 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5870,2002)
  N=4 travel_real_05690 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5923,2616)
  N=4 travel_real_05690 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(21367,2608)
  N=4 travel_real_05690 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(23219,4833)
  N=4 travel_real_05690 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7693,3460)
  N=4 travel_real_05690 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2935,677)
  N=4 travel_real_05690 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6745,1849)
  N=4 travel_real_05690 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5870,1337)
  N=4 travel_real_05690 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5923,1320)
  N=4 travel_real_05690 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(18262,1711)
  N=4 travel_real_05690 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(19159,2316)
  N=4 travel_real_05690 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6899,1792)
