Building 60 4-fault-injected twowiki_real examples (bench_seed=42, IDENTICAL to rebuttal_experiment_d_real.py's set)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt']
  N=4 arm=direct real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,360)
  N=4 arm=selfcheckgpt real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13458,543)
  N=4 arm=selfcheckgpt real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13498,372)
  N=4 arm=selfcheckgpt real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13501,524)
  N=4 arm=selfcheckgpt real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15809,629)
  N=4 arm=selfcheckgpt real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13587,408)
  N=4 arm=selfcheckgpt real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15556,886)
  N=4 arm=selfcheckgpt real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(18127,865)
  N=4 arm=selfcheckgpt real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15530,1059)
  N=4 arm=selfcheckgpt real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13783,747)
  N=4 arm=selfcheckgpt real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13761,750)
  N=4 arm=selfcheckgpt real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16215,944)
  N=4 arm=selfcheckgpt real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14188,676)
  N=4 arm=selfcheckgpt real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16497,689)
  N=4 arm=selfcheckgpt real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=2: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14299,710)
  N=4 arm=selfcheckgpt real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(12819,696)
  N=4 arm=selfcheckgpt real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(12723,581)
  N=4 arm=selfcheckgpt real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12524,413)
  N=4 arm=selfcheckgpt real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14343,705)
  N=4 arm=selfcheckgpt real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14318,557)
  N=4 arm=selfcheckgpt real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14286,605)
  N=4 arm=selfcheckgpt real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12475,574)
  N=4 arm=selfcheckgpt real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12460,566)
  N=4 arm=selfcheckgpt real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12433,476)
  N=4 arm=selfcheckgpt real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14349,710)
  N=4 arm=selfcheckgpt real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14425,752)
  N=4 arm=selfcheckgpt real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14403,739)
  N=4 arm=selfcheckgpt real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14793,718)
  N=4 arm=selfcheckgpt real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14809,753)
  N=4 arm=selfcheckgpt real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14875,842)
  N=4 arm=selfcheckgpt real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13531,290)
  N=4 arm=selfcheckgpt real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13531,212)
  N=4 arm=selfcheckgpt real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15994,468)
  N=4 arm=selfcheckgpt real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14982,843)
  N=4 arm=selfcheckgpt real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14892,756)
  N=4 arm=selfcheckgpt real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14958,863)
  N=4 arm=selfcheckgpt real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14760,637)
  N=4 arm=selfcheckgpt real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(17319,765)
  N=4 arm=selfcheckgpt real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14784,802)
  N=4 arm=selfcheckgpt real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17717,916)
  N=4 arm=selfcheckgpt real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17703,765)
  N=4 arm=selfcheckgpt real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15186,874)
  N=4 arm=selfcheckgpt real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17287,609)
  N=4 arm=selfcheckgpt real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14781,585)
  N=4 arm=selfcheckgpt real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17236,631)
  N=4 arm=selfcheckgpt real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13161,784)
  N=4 arm=selfcheckgpt real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13145,816)
  N=4 arm=selfcheckgpt real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13091,924)
  N=4 arm=selfcheckgpt real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(11719,460)
  N=4 arm=selfcheckgpt real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(11730,498)
  N=4 arm=selfcheckgpt real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(11753,706)
  N=4 arm=selfcheckgpt real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14742,652)
  N=4 arm=selfcheckgpt real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17192,669)
  N=4 arm=selfcheckgpt real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14757,415)
  N=4 arm=selfcheckgpt real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14646,543)
  N=4 arm=selfcheckgpt real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14685,600)
  N=4 arm=selfcheckgpt real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14693,634)
  N=4 arm=selfcheckgpt real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13373,543)
  N=4 arm=selfcheckgpt real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13378,566)
  N=4 arm=selfcheckgpt real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13343,475)
  N=4 arm=selfcheckgpt real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13849,562)
  N=4 arm=selfcheckgpt real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13842,511)
  N=4 arm=selfcheckgpt real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13855,960)
  N=4 arm=selfcheckgpt real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14713,619)
  N=4 arm=selfcheckgpt real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17205,700)
[RETRY] selfcheckgpt task=real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=1 attempt 1/3 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "将 kultury]{\n Singh, U. D. (1997). \"无标题\). Harald Fischer Tools Philadelphia, PA.\n<THE,kind=cite,href=http://www. laceopencolorscience. comMatching altogether it seems quite brothy content wise.]); retrying in 2s
[RETRY] selfcheckgpt task=real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=1 attempt 2/3 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "将 kultury]{\n Singh, U. D. (1997). \"无标题\). Harald Fischer Tools Philadelphia, PA.\n<THE,kind=cite,href=http://www. laceopencolorscience. comMatching altogether it seems quite brothy content wise.]); retrying in 4s
[ERROR] selfcheckgpt failed task=real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=1: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "将 kultury]{\n Singh, U. D. (1997). \"无标题\). Harald Fischer Tools Philadelphia, PA.\n<THE,kind=cite,href=http://www. laceopencolorscience. comMatching altogether it seems quite brothy content wise.]
  N=4 arm=selfcheckgpt real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17183,500)
  N=4 arm=selfcheckgpt real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13424,487)
  N=4 arm=selfcheckgpt real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13433,512)
  N=4 arm=selfcheckgpt real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13514,616)
  N=4 arm=selfcheckgpt real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(12492,642)
  N=4 arm=selfcheckgpt real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(12473,648)
  N=4 arm=selfcheckgpt real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14491,559)
  N=4 arm=selfcheckgpt real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14479,539)
  N=4 arm=selfcheckgpt real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14488,516)
  N=4 arm=selfcheckgpt real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15046,567)
  N=4 arm=selfcheckgpt real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17605,645)
  N=4 arm=selfcheckgpt real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15023,706)
  N=4 arm=selfcheckgpt real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15245,397)
  N=4 arm=selfcheckgpt real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15205,396)
  N=4 arm=selfcheckgpt real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15200,387)
  N=4 arm=selfcheckgpt real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14373,606)
  N=4 arm=selfcheckgpt real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14181,407)
  N=4 arm=selfcheckgpt real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14281,537)
  N=4 arm=selfcheckgpt real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17367,527)
  N=4 arm=selfcheckgpt real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17379,519)
  N=4 arm=selfcheckgpt real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17368,626)
  N=4 arm=selfcheckgpt real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13077,336)
  N=4 arm=selfcheckgpt real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13061,332)
  N=4 arm=selfcheckgpt real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13105,336)
