Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2303,343)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4703,779)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13440,448)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(7862,353)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5210,727)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2325,261)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5055,749)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4650,526)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4703,778)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13440,406)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13004,448)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5209,726)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2325,197)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4935,581)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4650,513)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4703,656)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13623,439)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(7580,537)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5089,578)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,326)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5225,872)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4784,677)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4837,917)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14071,517)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,326)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5379,735)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,406)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5333,1183)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4784,1049)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4837,975)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14095,648)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,406)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5487,910)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,304)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5203,1046)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4784,653)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4837,862)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14062,519)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,304)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5357,714)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2299,162)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4848,497)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4598,354)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4651,649)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13284,210)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12367,325)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5002,550)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2299,183)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4897,631)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4598,409)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4651,587)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13284,228)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(7522,272)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5051,517)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2299,133)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4848,624)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4598,328)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4651,548)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13319,198)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12381,301)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5002,292)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2311,288)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5107,801)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4622,488)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4675,741)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13356,345)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2311,288)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5261,906)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2311,204)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4942,693)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4622,408)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4675,686)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13356,264)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2311,204)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5096,603)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=2 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2311,483)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5417,1245)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4622,681)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4675,934)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13356,569)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2311,483)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5571,900)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2287,133)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4823,487)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4574,356)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4627,618)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13212,287)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12343,395)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4977,502)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2287,183)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4872,835)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4574,353)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4627,736)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13212,293)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12501,490)
  N=4 real_hotpotqa_05006_5abffdec554299012d1db55d seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5026,573)
