Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2344,287)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14088,678)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2407,551)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5710,1464)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2407,551)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5556,1482)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4814,743)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4867,951)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14108,705)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2407,551)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5710,1464)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2407,310)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5215,898)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4814,475)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4867,751)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16440,537)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(8048,800)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5369,805)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2359,112)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4877,261)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4718,242)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4771,576)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13869,316)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2359,112)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5031,299)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2359,112)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4877,261)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4718,309)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4771,576)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13836,271)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2359,112)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5031,299)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2359,126)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4889,356)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4718,253)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4771,699)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13804,255)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2359,126)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5043,332)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2445,161)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5082,421)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4890,450)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4943,723)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14376,352)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2445,161)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5236,371)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2445,161)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5082,421)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4890,424)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4943,723)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14442,417)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2445,161)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5236,371)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2445,100)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5000,309)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4890,294)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4943,526)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14410,316)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2445,100)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5154,220)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2346,162)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4882,454)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4692,443)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4745,1079)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13566,347)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2346,162)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5036,375)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2346,162)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4882,454)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4692,439)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4745,1079)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13566,303)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2346,162)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5036,375)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2346,139)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4859,443)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4692,382)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4745,749)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13566,274)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2346,139)
  N=4 real_hotpotqa_04605_5ae4a1875542995ad6573dd2 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5013,343)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2362,134)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4901,376)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4724,246)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4777,656)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13662,252)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2362,134)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5055,321)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2362,134)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4901,376)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4724,247)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4777,656)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13662,294)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2362,134)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5055,321)
  N=4 real_hotpotqa_04968_5ac2a41e55429967731025d0 seed=2 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2362,137)
