Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=llama-3.3-70b provider=together model_id=meta-llama/Llama-3.3-70B-Instruct-Turbo)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=llama-3.3-70b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2655,270)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05617_830ce83f seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14369,278)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14718,509)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14718,423)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14753,455)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14352,281)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14352,259)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14387,182)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15390,522)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15390,486)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15390,368)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05821_0977f2af seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15342,428)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05821_0977f2af seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15342,279)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05821_0977f2af seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15377,243)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15286,323)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15287,345)
  model=llama-3.3-70b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15286,334)
--- [llama-3.3-70b][selfcheckgpt] N=4: rows written=180 errors=0 tokens_in=2793469 tokens_out=73543 ---
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5843,657)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5834,823)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6033,1139)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5873,721)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5936,749)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6268,1301)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5900,78)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5900,78)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6166,738)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5664,441)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5664,441)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5664,441)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00263_2698e78f seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5625,539)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00263_2698e78f seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5599,570)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00263_2698e78f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5607,572)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6325,613)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6395,645)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6325,613)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5032,812)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5031,740)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5031,806)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5739,674)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5740,560)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5737,438)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5806,540)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5816,448)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5812,447)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5770,635)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6115,1091)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5947,727)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5958,1290)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6002,1345)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5886,1367)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5769,1064)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5807,1116)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5595,914)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5472,595)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5572,640)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5638,627)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6113,1185)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5946,964)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5885,787)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5763,901)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5765,900)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5671,787)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5981,1210)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5989,1119)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5987,1270)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5511,605)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5514,578)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5776,859)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01456_f685340e seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5960,626)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01456_f685340e seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6029,741)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01456_f685340e seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6029,741)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01592_078150f1 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5683,837)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01592_078150f1 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5664,674)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01592_078150f1 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5664,674)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5448,552)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5524,740)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5526,744)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5624,746)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5639,649)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5618,659)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5649,617)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5649,980)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5752,906)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5712,530)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5806,798)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5700,474)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5719,751)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5728,846)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5728,846)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5831,648)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5838,761)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5829,663)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5545,713)
  model=llama-3.3-70b N=4 arm=intro_specter real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5610,818)
