Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=mistral-nemo-12b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2705,368)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15809,420)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15802,402)
--- [mistral-nemo-12b][selfcheckgpt] N=4: rows written=178 errors=2 tokens_in=2908008 tokens_out=88229 ---
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6014,882)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6014,882)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5998,621)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6079,862)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6079,862)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6002,580)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6898,1370)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6898,1370)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7069,1710)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5900,526)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5900,526)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6277,1146)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00263_2698e78f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5515,192)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00263_2698e78f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5515,192)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00263_2698e78f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5515,192)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6773,987)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6773,987)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6977,1201)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4985,421)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4985,421)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5070,425)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5853,563)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5853,563)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5803,500)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6000,675)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6000,675)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6502,1181)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5957,701)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5957,701)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6102,793)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5795,891)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5795,891)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5675,695)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5661,733)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5661,733)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5627,938)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5832,754)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5832,754)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5775,671)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5934,639)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5934,639)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6115,923)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5809,932)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5809,932)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5729,366)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5636,342)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5636,342)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5726,735)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5597,882)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5597,882)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5667,450)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01456_f685340e seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6106,724)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01456_f685340e seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6106,724)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01456_f685340e seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6094,668)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01592_078150f1 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5890,943)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01592_078150f1 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5890,943)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01592_078150f1 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6056,693)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5637,562)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5637,562)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5763,1094)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5697,556)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5697,556)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5805,852)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6190,1097)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6190,1097)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5881,714)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5799,546)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5799,546)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5955,698)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5983,682)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5983,682)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5963,713)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5963,735)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5963,735)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6194,1004)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5449,152)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5449,152)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02119_gpt4_9a159967 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5618,463)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02276_4388e9dd seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6374,1044)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02276_4388e9dd seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6374,1044)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02276_4388e9dd seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6373,922)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02335_gpt4_7ddcf75f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6017,724)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02335_gpt4_7ddcf75f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6017,724)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02335_gpt4_7ddcf75f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5990,639)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02374_b6019101 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6167,612)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02374_b6019101 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6167,612)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02374_b6019101 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6345,1183)
  model=mistral-nemo-12b N=4 arm=intro_specter real_lme_02431_bc149d6b seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6163,930)
