Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.3-70b provider=together model_id=meta-llama/Llama-3.3-70B-Instruct-Turbo)...
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5465,1366)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5138,728)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5343,873)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5081,784)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4958,611)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5113,738)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4957,687)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5076,554)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5120,700)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5184,698)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4433,907)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4428,911)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4431,835)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4367,618)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4366,540)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4518,713)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4737,776)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4640,581)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4666,597)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5242,957)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5252,713)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5182,639)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4831,693)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4822,684)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5118,640)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4753,651)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4730,521)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4671,377)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4762,665)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4762,665)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4861,767)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4891,727)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4914,779)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4906,684)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00038_b86304ba seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4610,791)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00038_b86304ba seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4618,804)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4607,723)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5692,814)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5686,807)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5680,792)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5106,1079)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5229,1152)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4907,915)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4954,607)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5065,785)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5065,785)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4935,561)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4945,705)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5318,1102)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4966,668)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5355,1102)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5043,828)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4947,702)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5089,939)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5063,1027)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5140,629)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00047_f685340e seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5223,812)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5150,706)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4411,676)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4417,571)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4398,655)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5637,824)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5444,555)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5434,831)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4943,680)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5120,901)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4920,591)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5378,1087)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5342,1067)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4981,916)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4842,1104)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4882,1233)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00052_1faac195 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4848,985)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5040,677)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5045,661)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5124,741)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5235,817)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5265,874)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5240,912)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4825,520)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4822,515)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4918,697)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5106,781)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5077,715)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5394,812)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4613,715)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4632,689)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4618,768)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5171,974)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5314,1057)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4914,654)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5406,747)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5410,865)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5405,781)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4774,659)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4752,686)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4499,610)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5059,640)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4998,604)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4995,650)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00068_dad224aa seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5028,626)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00068_dad224aa seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5032,635)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00068_dad224aa seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5065,795)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5590,963)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5283,772)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5239,614)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5021,810)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5014,766)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5074,785)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4732,664)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4653,622)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4668,431)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4972,788)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5202,1092)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4945,746)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00073_89941a94 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4953,550)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00073_89941a94 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5039,775)
