Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=qwen-2.5-7b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2657,150)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14651,327)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17172,502)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15793,477)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15748,423)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15753,410)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05821_0977f2af seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15653,450)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05821_0977f2af seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(18264,481)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05821_0977f2af seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15643,440)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15356,253)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15371,268)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15342,255)
--- [qwen-2.5-7b][selfcheckgpt] N=4: rows written=180 errors=0 tokens_in=2849861 tokens_out=70885 ---
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5670,437)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5670,437)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5845,716)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5757,525)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5757,525)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5780,659)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6277,818)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6277,818)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00168_gpt4_68e94287 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6247,884)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5805,629)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5805,629)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00220_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5796,538)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00263_2698e78f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5666,638)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00263_2698e78f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5666,638)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00263_2698e78f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5639,639)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6402,530)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6402,530)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00322_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6408,535)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4953,605)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4953,605)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00423_0e5e2d1a seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4956,612)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5682,501)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5682,501)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00446_0ddfec37_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5697,517)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5827,596)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5827,596)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00448_c7dc5443 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5763,468)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5850,645)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5850,645)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00491_gpt4_59149c78 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5771,465)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5489,483)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5489,483)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00576_gpt4_85da3956 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5566,568)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5197,192)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5197,192)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00617_92a0aa75 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5276,319)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5443,313)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5443,313)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00634_ad7109d1 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5448,318)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6000,1041)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(6000,1041)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00780_eeda8a6d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5822,656)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5522,320)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5522,320)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_00888_gpt4_2d58bcd6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5538,342)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5611,507)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5611,507)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01107_08e075c7 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5611,507)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5551,334)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5551,334)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01294_4fd1909e seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5611,459)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01456_f685340e seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5880,516)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01456_f685340e seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5880,516)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01456_f685340e seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5889,528)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01592_078150f1 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5620,514)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01592_078150f1 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5620,514)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01592_078150f1 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5624,413)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5316,507)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5316,507)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01602_a2f3aa27 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5501,523)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5412,230)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5412,230)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01669_gpt4_468eb063 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5588,573)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5511,318)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5511,318)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01720_gpt4_4929293b seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5512,318)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5686,512)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5686,512)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5717,529)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5489,211)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5489,211)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5490,212)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5759,508)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5759,508)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02112_945e3d21 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5759,508)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5505,466)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5505,466)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02119_gpt4_9a159967 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5501,463)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02276_4388e9dd seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6274,931)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02276_4388e9dd seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6274,931)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02276_4388e9dd seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6076,617)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02335_gpt4_7ddcf75f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5899,526)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02335_gpt4_7ddcf75f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5899,526)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02335_gpt4_7ddcf75f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5899,526)
  model=qwen-2.5-7b N=4 arm=intro_specter real_lme_02374_b6019101 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5941,615)
