Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5119,769)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5377,1174)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5213,828)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5213,828)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5172,502)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4466,729)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4466,729)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4470,662)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4600,666)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4600,666)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4642,847)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4874,702)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4874,702)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4894,656)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5276,768)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5276,768)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5150,778)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4938,647)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4938,647)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4863,727)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4931,691)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4931,691)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4935,695)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4887,918)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4887,918)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4939,802)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5040,727)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5040,727)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4926,574)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4909,558)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4909,558)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4711,728)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(6053,1356)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(6053,1356)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5838,1049)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5055,837)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5055,837)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5076,873)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5167,551)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5167,551)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5201,631)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5081,694)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5081,694)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4814,312)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4773,350)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4773,350)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5129,873)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4918,780)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4918,780)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4908,776)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00047_f685340e seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5206,689)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00047_f685340e seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5206,689)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5299,626)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4748,838)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4748,838)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4715,759)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5394,688)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5394,688)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5401,674)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4942,540)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4942,540)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4865,605)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5118,846)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5118,846)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5128,1191)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4740,287)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4740,287)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4782,342)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5267,647)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5267,647)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5195,739)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5550,1090)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5550,1090)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5563,1195)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5171,613)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5171,613)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00055_7e974930 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5188,655)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5280,567)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5280,567)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5283,580)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4606,765)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4606,765)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4601,515)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5387,1226)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5387,1226)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5323,1300)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5443,707)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5443,707)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5435,441)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4712,737)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4712,737)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4824,846)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00067_41698283 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5245,689)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00067_41698283 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5245,689)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00067_41698283 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5592,1028)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5078,579)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5078,579)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5300,944)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5656,1124)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5656,1124)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5813,1259)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5280,903)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5280,903)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5059,324)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4800,691)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4800,691)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4913,564)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5093,792)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5093,792)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5100,846)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00073_89941a94 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4947,420)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00073_89941a94 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4947,420)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00073_89941a94 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4954,354)
