Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.1-8b provider=openrouter model_id=meta-llama/llama-3.1-8b-instruct)...
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5521,660)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5162,1572)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5162,1572)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4538,303)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4977,670)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4977,670)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4977,670)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4940,444)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4940,444)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4990,819)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5239,937)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5239,937)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5099,1017)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5184,766)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5184,766)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5181,730)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4298,691)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4298,691)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4412,472)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3739,823)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3739,823)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00023_e48988bc seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3735,394)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4827,838)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4827,838)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4506,609)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5058,1990)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5058,1990)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5645,1886)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4803,615)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4803,615)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4803,615)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4673,604)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4673,604)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4666,390)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4321,786)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4321,786)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4314,673)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4474,1112)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4474,1112)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4464,1062)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4743,855)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4743,855)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4736,746)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5343,1018)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5343,1018)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4970,638)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4496,451)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4496,451)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4578,571)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4790,846)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4790,846)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4655,904)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4720,658)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4720,658)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4902,955)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4782,652)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4782,652)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4889,878)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00038_b86304ba seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4682,918)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00038_b86304ba seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4682,918)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00038_b86304ba seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4562,603)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5783,820)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5783,820)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5687,1048)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4847,936)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4847,936)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4808,996)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5608,2034)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5608,2034)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5138,1127)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5023,860)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5023,860)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5158,1131)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4474,222)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4474,222)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4454,286)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4912,867)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4912,867)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4673,489)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4958,815)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4958,815)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4958,815)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4494,828)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4494,828)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4478,972)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5069,664)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5069,664)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5430,868)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4792,624)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4792,624)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4854,647)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5155,1497)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5155,1497)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4612,552)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4761,501)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00052_1faac195 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4761,501)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4571,562)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5033,752)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5033,752)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5033,752)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5236,870)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5236,870)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5183,801)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(6134,3241)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(6134,3241)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5878,2571)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4979,705)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4979,705)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4757,413)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4355,343)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4355,343)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4565,760)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4887,877)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4887,877)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4887,877)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5152,612)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5152,612)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5097,814)
