Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5057,351)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5079,471)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4587,549)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4587,549)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4586,547)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3999,678)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3999,678)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00023_e48988bc seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4009,692)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4603,346)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4603,346)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4629,388)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4835,211)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4835,211)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4919,351)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4798,397)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4798,397)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4869,619)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5030,872)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5030,872)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5051,895)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4293,678)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4293,678)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4292,641)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4297,483)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4297,483)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4297,483)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4620,476)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4620,476)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4631,491)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4976,521)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4976,521)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4912,369)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4701,573)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4701,573)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4703,475)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4681,381)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4681,381)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4848,709)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4634,325)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4634,325)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4694,480)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4832,580)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4832,580)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4749,525)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4637,520)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4637,520)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4647,665)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5888,1111)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5888,1111)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5940,1225)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4956,1028)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4956,1028)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4813,737)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4918,641)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4918,641)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4852,455)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4733,242)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4733,242)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4750,311)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4833,545)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4833,545)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4839,553)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4855,719)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4855,719)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4799,632)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4877,789)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4877,789)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5049,533)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4192,202)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4192,202)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4365,491)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5267,512)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5267,512)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5190,352)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4806,469)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4806,469)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4792,444)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4843,624)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4843,624)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4831,605)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4668,311)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00052_1faac195 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4668,311)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4750,475)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4933,362)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4933,362)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4935,354)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5327,933)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5327,933)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5310,709)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5070,675)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5070,675)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00055_7e974930 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5108,730)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5050,609)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5050,609)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5043,607)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4500,508)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4500,508)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4564,618)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4836,593)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4836,593)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4911,703)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5417,801)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5417,801)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5404,772)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4593,545)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4593,545)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4602,613)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5231,875)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5231,875)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5215,865)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4869,338)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4869,338)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5026,634)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5297,530)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5297,530)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5285,592)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4960,550)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4960,550)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4948,350)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4660,545)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4660,545)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4730,702)
